59330,#carajo,225443858551549952,172221258,1mexiruvian,JR,"Quote of the day: Be your own advocate! #carajo!","Wed, 18 Jul 2012 04:16:19 +0000",http://a0.twimg.com/profile_images/1091312010/no_human_being_is_illegal_normal.jpg
59331,#carajo,225443602816446465,20856924,mafeanzola,"Ma. Fernanda Anzola","Ah y les dije que no se metieran conmigo hoy. #Carajo #EstabanAdvertidos","Wed, 18 Jul 2012 04:15:18 +0000",http://a0.twimg.com/profile_images/2297442461/aleh173f2yq7erx0imfa_normal.jpeg
59332,#carajo,225442961670946816,359498749,mailenqueiroz,QueirozMailén,"Quiero tener braaavatv #carajo","Wed, 18 Jul 2012 04:12:45 +0000",http://a0.twimg.com/profile_images/2404577085/8h5vl90p8f1qahzd6emv_normal.jpeg
59333,#carajo,225441956870893568,127975078,fernandoaronis,"fernando aroni","si tan solo pudiera cambiar la historia!! creo q todos desearian eso #carajo :/","Wed, 18 Jul 2012 04:08:45 +0000",http://a0.twimg.com/profile_images/1661466700/te_kiero_normal.jpg
59334,#carajo,225441288584052737,417233822,RPippa251,"Ras Pippa Laker","Ando en las mismas que Pinky &amp; Cerebro: Tratando de conquistar el mundo, naa que lo logro pero #YoNoMeRindo #CARAJO","Wed, 18 Jul 2012 04:06:06 +0000",http://a0.twimg.com/profile_images/2384378608/playero3_normal.jpg
59335,#carajo,225440861851369477,28484876,fernandotq,"Agustín Torres","Como tardan en pasarse estos archivos #carajo","Wed, 18 Jul 2012 04:04:24 +0000",http://a0.twimg.com/profile_images/2352313432/afwlc9jyd9szpmwjki0p_normal.jpeg
59336,#carajo,225440081165561857,432893464,Juan_RuizS,"Juan José Ruiz ","Pero es que eso es diferente! #Carajo","Wed, 18 Jul 2012 04:01:18 +0000",http://a0.twimg.com/profile_images/2338208273/Ik462yMp_normal
59337,#carajo,225439891830484992,243973877,anniee_rosas,"Ana Rosas","#Carajo ando con todo con las canciones depresivas y ni lo vale el marica, bueno si lo vale, que no. Así es simplemente saca mi lado bipolar","Wed, 18 Jul 2012 04:00:33 +0000",http://a0.twimg.com/profile_images/2379818181/w8zwrkxjbemnex5l32rw_normal.jpeg
59338,#carajo,225439887648751616,430374305,ClariBP,"Clari Berni Prette","RT @ZuritaJoaquin: si no me queres, no me ilusiones #carajo","Wed, 18 Jul 2012 04:00:32 +0000",http://a0.twimg.com/profile_images/2408196289/c6ajd60sqsf4c3onhw2k_normal.jpeg
59339,#carajo,225439830639775745,151517794,Mariajosezhipt,Mαя̣̣ijoChMoreno♥,"Qmo te amo #ARJONA #CaraJo ste amor x tii s Puro ♥.♥","Wed, 18 Jul 2012 04:00:18 +0000",http://a0.twimg.com/profile_images/2396988709/IMG00671-20120713-1503_normal.jpg
59340,#carajo,225439464028254208,268479222,batipibe_07,"José Ariel Ortiz ","RT @ZuritaJoaquin: si no me queres, no me ilusiones #carajo","Wed, 18 Jul 2012 03:58:51 +0000",http://a0.twimg.com/profile_images/2359333816/426184_221652471267168_543365755_n_normal.jpg
59341,#carajo,225439389432557570,167510458,ZuritaJoaquin,"Joaquin Zurita","si no me queres, no me ilusiones #carajo","Wed, 18 Jul 2012 03:58:33 +0000",http://a0.twimg.com/profile_images/2408181359/apicfree_20120712_2_normal.jpg
59342,#carajo,225439068299866115,182992956,GonzaC4,"Gonza Chavez","Como dormiii, me quise fijar que onda las entradas para Los Pumas vs All Blacks en Septiembre y ya se agotaron las entradas #carajo","Wed, 18 Jul 2012 03:57:16 +0000",http://a0.twimg.com/profile_images/2374200455/7dkl9qldzq2hovbq5h93_normal.jpeg
59343,#carajo,225438393079836672,516110523,EdwardTweetXD,"Mr. Edward ©'","Hasta con sueño me veo guapo #Carajo.","Wed, 18 Jul 2012 03:54:36 +0000",http://a0.twimg.com/profile_images/2407786153/asfs_normal.jpg
59344,#carajo,225438048467435520,197662676,Juane0320,"Juan Ernesto","#Carajo date cuenta que me gusta -.-""","Wed, 18 Jul 2012 03:53:13 +0000",http://a0.twimg.com/profile_images/1876622677/IMG-20120211-00023_normal.jpg
59345,#carajo,225437028127473666,172498228,AleehMonroe,"Gabriella Spears","#carajo ! no quiero saber nada de ti !! ¬¬' #KarmaKarmaKarma","Wed, 18 Jul 2012 03:49:10 +0000",http://a0.twimg.com/profile_images/2398436961/4rbmg4hb078at7bdl0z3_normal.jpeg
59346,#carajo,225436908875030528,93341336,thancis,"Thania Romero","Oigan la lluvia no hace daño solo cae y ya. MANEJEN NORMAL #carajo","Wed, 18 Jul 2012 03:48:42 +0000",http://a0.twimg.com/profile_images/1832842064/image_normal.jpg
59347,#carajo,225436755791323137,53087004,Ventura_,"Manuel Ventura C.","@Bivarina #carajo","Wed, 18 Jul 2012 03:48:05 +0000",http://a0.twimg.com/profile_images/2368248927/image_normal.jpg
59348,#carajo,225436441012998144,214182506,CesecAbnormal,"Carlos Saab Esteban","Ando cansado y con mucho sueño.. Tengo algo de nervios, Mañana en la tarde presento un previo que me pone mal. #Carajo I'm Afraid!","Wed, 18 Jul 2012 03:46:50 +0000",http://a0.twimg.com/profile_images/2361145456/7esgmsynk1f1or29uzy3_normal.jpeg
59349,#carajo,225434914026299392,126166524,alan_navarro,"alan navarro ","Claro pachuca aun no saca uniforme #Carajo!!","Wed, 18 Jul 2012 03:40:46 +0000",http://a0.twimg.com/profile_images/2406646609/MruqEBO1_normal
59350,#carajo,225434841099943936,321730990,carmeechegoyen,MrsWatson,"RT @LulyThames: Hay Cansado me voy a tener que sacar de vuelta una foto? #CARAJO","Wed, 18 Jul 2012 03:40:29 +0000",http://a0.twimg.com/profile_images/2402935938/image_normal.jpg
59351,#carajo,225432794162143233,322196980,CataCalonico,CATAPULTA♥,"soyy una fracasadaa,me perdi a fran tinelli en showmatch #carajo","Wed, 18 Jul 2012 03:32:21 +0000",http://a0.twimg.com/profile_images/2319838928/atgoyo500rab160jp5f8_normal.jpeg
59352,#carajo,225432793751097344,157364213,walePortadora,"waleska chavarria ","siempre he sido la chica rara la mejor amiga y la peor novia #Carajo","Wed, 18 Jul 2012 03:32:21 +0000",http://a0.twimg.com/profile_images/2406317883/7j96dgqyu2lpfw1hpk5v_normal.jpeg
59353,#carajo,225432316393172993,321683566,LulyThames,PELUKITA,"Hay Cansado me voy a tener que sacar de vuelta una foto? #CARAJO","Wed, 18 Jul 2012 03:30:27 +0000",http://a0.twimg.com/profile_images/2373471574/5jik0nq5ddgogvvzxg6w_normal.jpeg
59354,#carajo,225432242485329920,561620154,kuloyola,"Claudia Loyola ♥","RT @Quiq13: @kuloyola y es q asi se habla!! #Carajo","Wed, 18 Jul 2012 03:30:09 +0000",http://a0.twimg.com/profile_images/2346833924/1zok2nhx97sc9xy1ufxm_normal.jpeg
59355,#carajo,225431071402098688,406755773,MonzzLM,"Montserrat LM ","@dentrodlapupila te quiero harto amiga, que haría sin ti #carajo :)","Wed, 18 Jul 2012 03:25:30 +0000",http://a0.twimg.com/profile_images/2228015686/Snapshot_20120217_32_normal.jpg
59356,#carajo,225429614456090624,609648750,Ivanna_YR,"IvannaMonte :D♡","Ha llegado el Odio #Carajo (:","Wed, 18 Jul 2012 03:19:43 +0000",http://a0.twimg.com/profile_images/2407154688/vnbehr8t97vrcdkn43co_normal.jpeg
59357,#carajo,225428903559307265,385717286,Moya_TyJ,"JL De la Cruz Moy▲","RT @Oscar_Berlin: ""@Moya_TyJ: YA MOYA! DEJA DE LLORAR! #Carajo""que pasa hermano /:","Wed, 18 Jul 2012 03:16:53 +0000",http://a0.twimg.com/profile_images/2324287242/DSC02097_normal.JPG
59358,#carajo,225428636088545280,194324635,Oscar_Berlin,Berlín,"""@Moya_TyJ: YA MOYA! DEJA DE LLORAR! #Carajo""que pasa hermano /:","Wed, 18 Jul 2012 03:15:49 +0000",http://a0.twimg.com/profile_images/2406824335/557592_3616310364546_1177455305_33425934_194605151_n_n
59359,#carajo,225428602190180353,623475501,corato7,isra,"Por que #carajo la ggente retwitea cualquier cosa que escribe un artista... asi ponga solo la letra ""a""","Wed, 18 Jul 2012 03:15:41 +0000",http://a0.twimg.com/profile_images/2400577159/afwrsgvwdy5pv4u0wkev_normal.jpeg
59360,#carajo,225428482203721728,343878336,NaiieMolina,Nathan♥,"RT @Moya_TyJ: YA MOYA! DEJA DE LLORAR! #Carajo","Wed, 18 Jul 2012 03:15:13 +0000",http://a0.twimg.com/profile_images/2407525001/DSC_1606_normal.JPG
